,s,a,r,s1
2457,[-0.9968947   0.07874623  1.2179407 ],[0.3813855],-9.529011705859595,[-0.99992657  0.01211714  1.3342081 ]
2458,[-0.99992657  0.01211714  1.3342081 ],[-1.7002125],-9.974517036245857,[-0.9991057  -0.04228317  1.0882641 ]
2459,[-0.9991057  -0.04228317  1.0882641 ],[1.1865742],-9.72548097831994,[-0.9945945  -0.10383517  1.234538  ]
2460,[-0.9945945  -0.10383517  1.234538  ],[0.15662782],-9.3792643085268,[-0.98673993 -0.16230921  1.1801558 ]
2461,[-0.98673993 -0.16230921  1.1801558 ],[1.9867285],-9.015056591513416,[-0.97347176 -0.2288071   1.356433  ]
2462,[-0.97347176 -0.2288071   1.356433  ],[-0.02956977],-8.65640244239041,[-0.95828056 -0.2858293   1.1803923 ]
2463,[-0.95828056 -0.2858293   1.1803923 ],[-0.02449791],-8.271645440292046,[-0.9434234  -0.33159053  0.9623456 ]
2464,[-0.9434234  -0.33159053  0.9623456 ],[-0.7335546],-7.953342417593619,[-0.9329876  -0.35990864  0.6036195 ]
2465,[-0.9329876  -0.35990864  0.6036195 ],[0.7741907],-7.728908334806005,[-0.92465764 -0.38079953  0.44981664]
2466,[-0.92465764 -0.38079953  0.44981664],[-0.98949176],-7.5888385789673505,[-0.92435664 -0.38152957  0.01579322]
2467,[-0.92435664 -0.38152957  0.01579322],[-0.9309331],-7.564173578927219,[-0.9319831  -0.3625017  -0.40999392]
2468,[-0.9319831  -0.3625017  -0.40999392],[-1.3752041],-7.6951570832615745,[-0.94715685 -0.32077086 -0.8881508 ]
2469,[-0.94715685 -0.32077086 -0.8881508 ],[0.47970438],-8.003614512178938,[-0.9627762  -0.27029997 -1.0567733 ]
2470,[-0.9627762  -0.27029997 -1.0567733 ],[0.49269146],-8.336701765090424,[-0.97709894 -0.21278548 -1.1855946 ]
2471,[-0.97709894 -0.21278548 -1.1855946 ],[-1.8063056],-8.712137557280647,[-0.99108636 -0.13322112 -1.6161295 ]
2472,[-0.99108636 -0.13322112 -1.6161295 ],[0.34094957],-9.309212992210247,[-0.99873155 -0.05035193 -1.6649029 ]
2473,[-0.99873155 -0.05035193 -1.6649029 ],[-1.8554193],-9.836270309953518,[-0.9988156   0.04865654 -1.9809798 ]
2474,[-0.9988156   0.04865654 -1.9809798 ],[0.9053326],-9.959382598252592,[-0.99033976  0.1386619  -1.8086874 ]
2475,[-0.99033976  0.1386619  -1.8086874 ],[1.3313574],-9.343808814288971,[-0.9771128   0.21272163 -1.5049875 ]
2476,[-0.9771128   0.21272163 -1.5049875 ],[1.3418796],-8.796993252807692,[-0.96335155  0.26824203 -1.1441642 ]
2477,[-0.96335155  0.26824203 -1.1441642 ],[-1.8283331],-8.37129711114773,[-0.94525236  0.32634035 -1.2172327 ]
2478,[-0.94525236  0.32634035 -1.2172327 ],[0.53459936],-8.039849785300158,[-0.9297571   0.36817348 -0.89228755]
2479,[-0.9297571   0.36817348 -0.89228755],[1.541098],-7.72472343443094,[-0.9224981   0.38600165 -0.38499275]
2480,[-0.9224981   0.38600165 -0.38499275],[-0.61540896],-7.5518688380232195,[-0.91883284  0.39464688 -0.18780285]
2481,[-0.91883284  0.39464688 -0.18780285],[1.5871184],-7.491244776723442,[-0.92552716  0.37868124  0.34625006]
2482,[-0.92552716  0.37868124  0.34625006],[-0.66713375],-7.592663415903298,[-0.93523943  0.35401577  0.53019094]
2483,[-0.93523943  0.35401577  0.53019094],[-0.9028901],-7.755830964256135,[-0.946415    0.32295296  0.66026926]
2484,[-0.946415    0.32295296  0.66026926],[-0.9915864],-7.956111291473669,[-0.9579113   0.28706425  0.75374603]
2485,[-0.9579113   0.28706425  0.75374603],[1.4929618],-8.184004580363286,[-0.9733207   0.22944874  1.1929885 ]
2486,[-0.9733207   0.22944874  1.1929885 ],[1.5969675],-8.613446096649177,[-0.988579    0.15070389  1.6046201 ]
2487,[-0.988579    0.15070389  1.6046201 ],[0.7842195],-9.200063759539825,[-0.99822944  0.05948108  1.835281  ]
2488,[-0.99822944  0.05948108  1.835281  ],[-1.4371678],-9.838086253862798,[-0.9997192 -0.0236974  1.6643167]
2489,[-0.9997192 -0.0236974  1.6643167],[-0.7600818],-9.998829704749284,[-0.9949716  -0.10015796  1.5325314 ]
2490,[-0.9949716  -0.10015796  1.5325314 ],[-0.30381283],-9.484259274406028,[-0.985429   -0.17008726  1.4118409 ]
2491,[-0.985429   -0.17008726  1.4118409 ],[-0.07362075],-9.024241436015224,[-0.9726121  -0.23243436  1.2732323 ]
2492,[-0.9726121  -0.23243436  1.2732323 ],[0.60579616],-8.613202509773469,[-0.9570725 -0.2898486  1.1897761]
2493,[-0.9570725 -0.2898486  1.1897761],[-1.880335],-8.25348531863574,[-0.9464997  -0.32270464  0.6903393 ]
2494,[-0.9464997  -0.32270464  0.6903393 ],[1.8264347],-7.9640013070830555,[-0.934231   -0.3566685   0.72227603]
2495,[-0.934231   -0.3566685   0.72227603],[-1.5149146],-7.765599287435458,[-0.93011284 -0.3672738   0.22753748]
2496,[-0.93011284 -0.3672738   0.22753748],[-0.37966365],-7.653402230974231,[-0.93202585 -0.36239186 -0.10486743]
2497,[-0.93202585 -0.36239186 -0.10486743],[1.5941339],-7.680750487281072,[-0.934496   -0.35597375 -0.13754123]
2498,[-0.934496   -0.35597375 -0.13754123],[-0.98246217],-7.718123165470604,[-0.94396186 -0.3300545  -0.55189085]
2499,[-0.94396186 -0.3300545  -0.55189085],[1.6820031],-7.90261036074997,[-0.9526367  -0.30411068 -0.5471313 ]
2500,[-0.9526367  -0.30411068 -0.5471313 ],[0.18275973],-8.053522900103879,[-0.9633389  -0.26828733 -0.74780035]
2501,[-0.9633389  -0.26828733 -0.74780035],[-1.9880545],-8.29664615769843,[-0.97818625 -0.20772977 -1.247224  ]
2502,[-0.97818625 -0.20772977 -1.247224  ],[0.6908894],-8.754646812856492,[-0.98960906 -0.14378405 -1.2993879 ]
2503,[-0.98960906 -0.14378405 -1.2993879 ],[-1.6917523],-9.155561258860331,[-0.99812573 -0.06119644 -1.6609888 ]
2504,[-0.99812573 -0.06119644 -1.6609888 ],[0.9699779],-9.765434366078274,[-0.9998583   0.01683398 -1.5613894 ]
2505,[-0.9998583   0.01683398 -1.5613894 ],[1.3150004],-10.009634732425125,[-0.9964396   0.08431026 -1.3515139 ]
2506,[-0.9964396   0.08431026 -1.3515139 ],[1.8498135],-9.53244370694301,[-0.9909079   0.13454169 -1.0108092 ]
2507,[-0.9909079   0.13454169 -1.0108092 ],[1.6194437],-9.14469059377217,[-0.9858709   0.16750686 -0.66698635]
2508,[-0.9858709   0.16750686 -0.66698635],[0.51976275],-8.885224987604314,[-0.9817256   0.19030207 -0.4633918 ]
2509,[-0.9817256   0.19030207 -0.4633918 ],[0.5583248],-8.725009573426442,[-0.9794025   0.2019178  -0.23691653]
2510,[-0.9794025   0.2019178  -0.23691653],[-1.538074],-8.641450304099179,[-0.976088    0.21737576 -0.3161893 ]
2511,[-0.976088    0.21737576 -0.3161893 ],[-0.6061105],-8.551181394776158,[-0.97336257  0.22927116 -0.24407405]
2512,[-0.97336257  0.22927116 -0.24407405],[0.8279431],-8.476278245945279,[-0.9739562   0.22673619  0.05207079]
2513,[-0.9739562   0.22673619  0.05207079],[-0.6839061],-8.485535157396576,[-0.975294    0.22091098  0.11953702]
2514,[-0.975294    0.22091098  0.11953702],[-0.8028466],-8.521725036858921,[-0.97708106  0.21286748  0.16479327]
2515,[-0.97708106  0.21286748  0.16479327],[0.17425635],-8.570566091654419,[-0.98066217  0.19570829  0.35058233]
2516,[-0.98066217  0.19570829  0.35058233],[1.9913888],-8.687002131336275,[-0.9876732   0.15652971  0.7960719 ]
2517,[-0.9876732   0.15652971  0.7960719 ],[-1.5555288],-8.972535101833353,[-0.99242425  0.12285788  0.68013984]
2518,[-0.99242425  0.12285788  0.68013984],[0.14757591],-9.157161725901473,[-0.9965202   0.08335127  0.79441965]
2519,[-0.9965202   0.08335127  0.79441965],[-1.9802735],-9.41927991981059,[-0.99846286  0.05542507  0.55989206]
2520,[-0.99846286  0.05542507  0.55989206],[-1.8867027],-9.559162527394882,[-0.99921876  0.03952042  0.3184555 ]
2521,[-0.99921876  0.03952042  0.3184555 ],[-0.38975903],-9.633081593997613,[-0.9996863   0.0250465   0.28963193]
2522,[-0.9996863   0.0250465   0.28963193],[0.38856918],-9.721383280059014,[-0.99997747  0.00671396  0.36670217]
2523,[-0.99997747  0.00671396  0.36670217],[1.6249212],-9.843551552906089,[-0.99971056 -0.02405746  0.61547583]
2524,[-0.99971056 -0.02405746  0.61547583],[0.02168145],-9.75689270418537,[-0.9985373  -0.05406766  0.60068494]
2525,[-0.9985373  -0.05406766  0.60068494],[0.5919253],-9.569080350959878,[-0.9962577 -0.0864322  0.648923 ]
2526,[-0.9962577 -0.0864322  0.648923 ],[1.9074466],-9.379094059280384,[-0.9915553  -0.12968469  0.87021583]
2527,[-0.9915553  -0.12968469  0.87021583],[-0.30278358],-9.145202522617202,[-0.98618287 -0.16566049  0.7275348 ]
2528,[-0.98618287 -0.16566049  0.7275348 ],[0.16204827],-8.904563362979356,[-0.9804998 -0.1965201  0.6275967]
2529,[-0.9804998 -0.1965201  0.6275967],[-1.039717],-8.706339519465544,[-0.977185   -0.21238989  0.32424903]
2530,[-0.977185   -0.21238989  0.32424903],[0.73696184],-8.581738501073389,[-0.9741667  -0.22583008  0.2755009 ]
2531,[-0.9741667  -0.22583008  0.2755009 ],[-1.239169],-8.499342119916088,[-0.97505945 -0.22194394 -0.07974701]
2532,[-0.97505945 -0.22194394 -0.07974701],[0.7924991],-8.514733082060449,[-0.97645265 -0.21573177 -0.12733011]
2533,[-0.97645265 -0.21573177 -0.12733011],[1.6864921],-8.555127338135181,[-0.97684103 -0.21396624 -0.03615512]
2534,[-0.97684103 -0.21396624 -0.03615512],[1.8237978],-8.564694317884323,[-0.9760107  -0.21772255  0.07693987]
2535,[-0.9760107  -0.21772255  0.07693987],[1.2457902],-8.540883833260489,[-0.9749041  -0.22262503  0.10051651]
2536,[-0.9749041  -0.22262503  0.10051651],[-0.99551034],-8.51139447120997,[-0.97724926 -0.2120941  -0.21577883]
2537,[-0.97724926 -0.2120941  -0.21577883],[-0.8895002],-8.577901281650263,[-0.9823232  -0.18719274 -0.50827444]
2538,[-0.9823232  -0.18719274 -0.50827444],[-1.8150401],-8.75104495278616,[-0.9898985 -0.141778  -0.920925 ]
2539,[-0.9898985 -0.141778  -0.920925 ],[1.9926573],-9.084793290351088,[-0.99440426 -0.10564186 -0.72835994]
2540,[-0.99440426 -0.10564186 -0.72835994],[0.500069],-9.269099037193898,[-0.9976059  -0.06915506 -0.73258096]
2541,[-0.9976059  -0.06915506 -0.73258096],[-1.2608359],-9.494790534139133,[-0.99978924 -0.02053022 -0.9735726 ]
2542,[-0.99978924 -0.02053022 -0.9735726 ],[-1.3832616],-9.837719464027293,[-0.9992282  0.0392812 -1.1964595]
2543,[-0.9992282  0.0392812 -1.1964595],[1.457816],-9.76955039374346,[-0.99624324  0.08659901 -0.94832623]
2544,[-0.99624324  0.08659901 -0.94832623],[0.38591617],-9.422403755825654,[-0.99182147  0.127633   -0.8254895 ]
2545,[-0.99182147  0.127633   -0.8254895 ],[0.45308888],-9.15019716867475,[-0.9870559   0.1603766  -0.66180146]
2546,[-0.9870559   0.1603766  -0.66180146],[1.7243184],-8.93027374089614,[-0.98468894  0.17432058 -0.28287125]
2547,[-0.98468894  0.17432058 -0.28287125],[0.10993015],-8.807405735155651,[-0.9834841   0.18099473 -0.13564129]
2548,[-0.9834841   0.18099473 -0.13564129],[0.38046655],-8.761186321852406,[-0.98399746  0.17818248  0.05717473]
2549,[-0.98399746  0.17818248  0.05717473],[0.7321382],-8.776994210103371,[-0.9865646   0.16337183  0.30063233]
2550,[-0.9865646   0.16337183  0.30063233],[1.0153908],-8.875487167780715,[-0.99085635  0.13492122  0.5754698 ]
2551,[-0.99085635  0.13492122  0.5754698 ],[1.913761],-9.074370401544483,[-0.99620503  0.08703744  0.96372485]
2552,[-0.99620503  0.08703744  0.96372485],[1.3126742],-9.4242335927246,[-0.99966586  0.02584963  1.2259041 ]
2553,[-0.99966586  0.02584963  1.2259041 ],[1.100537],-9.859331935255913,[-0.99900264 -0.04465124  1.4103719 ]
2554,[-0.99900264 -0.04465124  1.4103719 ],[-0.699354],-9.790358130218982,[-0.99414504 -0.10805372  1.2719803 ]
2555,[-0.99414504 -0.10805372  1.2719803 ],[1.8027941],-9.366119489585216,[-0.98360413 -0.18034093  1.4613591 ]
2556,[-0.98360413 -0.18034093  1.4613591 ],[1.55935],-8.979125487557942,[-0.96656114 -0.25643626  1.5600059 ]
2557,[-0.96656114 -0.25643626  1.5600059 ],[-0.05368021],-8.550783387023959,[-0.94690907 -0.32150146  1.3596268 ]
2558,[-0.94690907 -0.32150146  1.3596268 ],[1.6134021],-8.107621986514287,[-0.92286557 -0.3851222   1.360511  ]
2559,[-0.92286557 -0.3851222   1.360511  ],[-1.4244766],-7.729030454286497,[-0.9054999  -0.42434657  0.8579978 ]
2560,[-0.9054999  -0.42434657  0.8579978 ],[-1.2925667],-7.383401615048764,[-0.89802676 -0.4399408   0.34585288]
2561,[-0.89802676 -0.4399408   0.34585288],[-1.2569772],-7.228459086960935,[-0.90179104 -0.43217233 -0.17264931]
2562,[-0.90179104 -0.43217233 -0.17264931],[-1.5704978],-7.266814075159593,[-0.9170081  -0.39886853 -0.7323532 ]
2563,[-0.9170081  -0.39886853 -0.7323532 ],[1.833177],-7.517049015760156,[-0.9314363  -0.36390436 -0.7565281 ]
2564,[-0.9314363  -0.36390436 -0.7565281 ],[1.6888617],-7.728202191695605,[-0.9448533  -0.32749382 -0.7761271 ]
2565,[-0.9448533  -0.32749382 -0.7761271 ],[-0.6599219],-7.945215401903692,[-0.96171236 -0.27406093 -1.1207358 ]
2566,[-0.96171236 -0.27406093 -1.1207358 ],[-1.7497586],-8.331045395896933,[-0.9804273 -0.1968812 -1.5887452]
2567,[-0.9804273 -0.1968812 -1.5887452],[1.6528833],-8.918845703273432,[-0.9923525  -0.12343653 -1.4884737 ]
2568,[-0.9923525  -0.12343653 -1.4884737 ],[-0.24389847],-9.328976118645485,[-0.9990812  -0.04285724 -1.6176358 ]
2569,[-0.9990812  -0.04285724 -1.6176358 ],[0.5343739],-9.864039916122596,[-0.999366    0.03560324 -1.5696226 ]
2570,[-0.999366    0.03560324 -1.5696226 ],[1.3780106],-9.895393934965378,[-0.9947595   0.10224272 -1.3362186 ]
2571,[-0.9947595   0.10224272 -1.3362186 ],[1.0861444],-9.416287844048721,[-0.9876613   0.15660514 -1.096615  ]
2572,[-0.9876613   0.15660514 -1.096615  ],[1.0326532],-9.027609304312012,[-0.9803703   0.19716528 -0.8242631 ]
2573,[-0.9803703   0.19716528 -0.8242631 ],[1.9517446],-8.733747152904321,[-0.97640824  0.2159327  -0.38362744]
2574,[-0.97640824  0.2159327  -0.38362744],[0.8007092],-8.564816517352135,[-0.97529906  0.22088866 -0.10157153]
2575,[-0.97529906  0.22088866 -0.10157153],[1.9764552],-8.524723262676641,[-0.9791225   0.20327087  0.36056325]
2576,[-0.9791225   0.20327087  0.36056325],[0.8723497],-8.639115424507136,[-0.985158    0.17164966  0.64386886]
2577,[-0.985158    0.17164966  0.64386886],[1.7815473],-8.860118421415654,[-0.9927472   0.12022053  1.0398382 ]
2578,[-0.9927472   0.12022053  1.0398382 ],[1.3759234],-9.23694765497216,[-0.9985589   0.05366663  1.336392  ]
2579,[-0.9985589   0.05366663  1.336392  ],[-1.0573629],-9.714840234002645,[-0.999974  -0.0072094  1.2180376]
2580,[-0.999974  -0.0072094  1.2180376],[-0.565119],-9.973038941280276,[-0.99797803 -0.06355973  1.1278627 ]
2581,[-0.99797803 -0.06355973  1.1278627 ],[-1.3891076],-9.603159853227403,[-0.99426025 -0.10698877  0.8718268 ]
2582,[-0.99426025 -0.10698877  0.8718268 ],[-1.3219619],-9.285331359894046,[-0.99064946 -0.13643165  0.5932909 ]
2583,[-0.99064946 -0.13643165  0.5932909 ],[0.01228356],-9.06362700018759,[-0.98698735 -0.16079785  0.49280974]
2584,[-0.98698735 -0.16079785  0.49280974],[-0.7635883],-8.905827571320446,[-0.98483384 -0.17350017  0.2576731 ]
2585,[-0.98483384 -0.17350017  0.2576731 ],[1.777517],-8.81413445720482,[-0.98122334 -0.19287507  0.39417553]
2586,[-0.98122334 -0.19287507  0.39417553],[0.2780735],-8.703378383597668,[-0.9783108  -0.20714222  0.29123026]
2587,[-0.9783108  -0.20714222  0.29123026],[-1.6399374],-8.61330640924191,[-0.9794365  -0.20175268 -0.11011703]
2588,[-0.9794365  -0.20175268 -0.11011703],[-1.9311557],-8.639404421541768,[-0.9846233  -0.17469089 -0.5511049 ]
2589,[-0.9846233  -0.17469089 -0.5511049 ],[1.5791137],-8.830026205837829,[-0.98826814 -0.15272893 -0.445256  ]
2590,[-0.98826814 -0.15272893 -0.445256  ],[1.7709733],-8.95268117911715,[-0.99040747 -0.13817766 -0.2941567 ]
2591,[-0.99040747 -0.13817766 -0.2941567 ],[0.31670582],-9.026590757549686,[-0.9926755  -0.12081116 -0.35028407]
2592,[-0.9926755  -0.12081116 -0.35028407],[-0.25558165],-9.135668906312782,[-0.9952851  -0.09699278 -0.4792297 ]
2593,[-0.9952851  -0.09699278 -0.4792297 ],[-0.78666496],-9.292243432610586,[-0.99797523 -0.06360383 -0.669974  ]
2594,[-0.99797523 -0.06360383 -0.669974  ],[-1.320822],-9.520381777209757,[-0.99984056 -0.01785584 -0.91580015]
2595,[-0.99984056 -0.01785584 -0.91580015],[-0.88586706],-9.842379508996466,[-0.9993789   0.03523952 -1.0620722 ]
2596,[-0.9993789   0.03523952 -1.0620722 ],[-1.0266371],-9.763238159213174,[-0.9955166   0.09458711 -1.189638  ]
2597,[-0.9955166   0.09458711 -1.189638  ],[0.2672478],-9.42497512438192,[-0.9889706  0.1481123 -1.0786105]
2598,[-0.9889706  0.1481123 -1.0786105],[0.25883153],-9.07405744596996,[-0.9810294   0.19385907 -0.9287016 ]
2599,[-0.9810294   0.19385907 -0.9287016 ],[0.18528979],-8.768135394542675,[-0.9730081   0.23077102 -0.7555138 ]
2600,[-0.9730081   0.23077102 -0.7555138 ],[0.65256286],-2.0666703217810345,[ 0.14765866 -0.9890384   0.00369592]
2601,[ 0.14765866 -0.9890384   0.00369592],[1.240264],-2.0253183249492595,[ 0.12030628 -0.9927368  -0.55204326]
2602,[ 0.12030628 -0.9927368  -0.55204326],[-0.33723176],-2.1336629247538483,[ 0.05321422 -0.99858314 -1.3471806 ]
2603,[ 0.05321422 -0.99858314 -1.3471806 ],[-1.3006155],-2.486160287669139,[-0.06128272 -0.9981204  -2.2912104 ]
2604,[-0.06128272 -0.9981204  -2.2912104 ],[1.355338],-3.1906088559378927,[-0.20175177 -0.9794367  -2.8365    ]
2605,[-0.20175177 -0.9794367  -2.8365    ],[0.8829457],-3.952224678767021,[-0.36634505 -0.93047905 -3.4386356 ]
2606,[-0.36634505 -0.93047905 -3.4386356 ],[-0.5885644],-4.969194492423427,[-0.5532968  -0.83298415 -4.2247796 ]
2607,[-0.5532968  -0.83298415 -4.2247796 ],[-1.7733393],-6.441158463328753,[-0.7460384 -0.665903  -5.1155186]
2608,[-0.7460384 -0.665903  -5.1155186],[0.2500202],-8.438949652947256,[-0.90052044 -0.43481368 -5.5774426 ]
2609,[-0.90052044 -0.43481368 -5.5774426 ],[-1.347006],-10.358180103273218,[-0.9895707  -0.14404829 -6.1056037 ]
2610,[-0.9895707  -0.14404829 -6.1056037 ],[-0.27334744],-12.710172366638309,[-0.98589087  0.16738924 -6.2546425 ]
2611,[-0.98589087  0.16738924 -6.2546425 ],[0.9830864],-12.75419856951693,[-0.89280456  0.45044422 -5.9816375 ]
2612,[-0.89280456  0.45044422 -5.9816375 ],[1.4087402],-10.73202314899511,[-0.73921824  0.6734659  -5.432493  ]
2613,[-0.73921824  0.6734659  -5.432493  ],[1.359025],-8.726037310172929,[-0.56111467  0.82773805 -4.72354   ]
2614,[-0.56111467  0.82773805 -4.72354   ],[0.01135383],-6.925027450465707,[-0.38081744  0.92465025 -4.101033  ]
2615,[-0.38081744  0.92465025 -4.101033  ],[-1.239665],-5.530774310131014,[-0.20944312  0.9778208  -3.5934954 ]
2616,[-0.20944312  0.9778208  -3.5934954 ],[0.84567016],-4.466853516330021,[-0.07427299  0.9972379  -2.7332792 ]
2617,[-0.07427299  0.9972379  -2.7332792 ],[0.9631281],-3.454487462912868,[ 0.01770171  0.9998433  -1.8408816 ]
2618,[ 0.01770171  0.9998433  -1.8408816 ],[0.14434807],-2.751005360457493,[ 0.07110991  0.9974685  -1.0693469 ]
2619,[ 0.07110991  0.9974685  -1.0693469 ],[1.1461827],-2.364543198145608,[ 0.07855487  0.9969098  -0.14931813]
2620,[ 0.07855487  0.9969098  -0.14931813],[0.8958764],-2.229574968277341,[0.04198626 0.9991182  0.73274565]
2621,[0.04198626 0.9991182  0.73274565],[1.3628528],-2.392771473145334,[-0.04231437  0.9991043   1.6865122 ]
2622,[-0.04231437  0.9991043   1.6865122 ],[1.7405334],-2.8896287061713126,[-0.17624757  0.98434585  2.6969204 ]
2623,[-0.17624757  0.98434585  2.6969204 ],[-0.81568164],-3.783400239679164,[-0.33613908  0.94181234  3.3128276 ]
2624,[-0.33613908  0.94181234  3.3128276 ],[-1.888783],-4.762956285549678,[-0.50519496  0.8630052   3.7358694 ]
2625,[-0.50519496  0.8630052   3.7358694 ],[0.27560192],-5.807445908654108,[-0.6822466   0.73112214  4.4244637 ]
2626,[-0.6822466   0.73112214  4.4244637 ],[0.41190708],-7.347711352329282,[-0.84285176  0.53814584  5.034591  ]
2627,[-0.84285176  0.53814584  5.034591  ],[-0.21515532],-9.156923378082602,[-0.9559434   0.29355094  5.405927  ]
2628,[-0.9559434   0.29355094  5.405927  ],[-0.484562],-11.009004239407558,[-0.9997946   0.02026761  5.5534062 ]
2629,[-0.9997946   0.02026761  5.5534062 ],[1.3567088],-12.828534188366602,[-0.96421325 -0.265128    5.7721133 ]
2630,[-0.96421325 -0.265128    5.7721133 ],[-1.6365404],-11.59000745537735,[-0.8604083 -0.5096053  5.3277864]
2631,[-0.8604083 -0.5096053  5.3277864],[1.5025101],-9.636542037169336,[-0.7015159 -0.7126538  5.170959 ]
2632,[-0.7015159 -0.7126538  5.170959 ],[1.2610457],-8.190072604290679,[-0.51090837 -0.8596352   4.8256254 ]
2633,[-0.51090837 -0.8596352   4.8256254 ],[-0.88856834],-6.7690624054677855,[-0.32769275 -0.94478434  4.0476136 ]
2634,[-0.32769275 -0.94478434  4.0476136 ],[-1.0700018],-5.267180007113204,[-0.17404334 -0.984738    3.1785252 ]
2635,[-0.17404334 -0.984738    3.1785252 ],[-1.4356798],-4.059938446496789,[-0.06366014 -0.99797165  2.2246196 ]
2636,[-0.06366014 -0.99797165  2.2246196 ],[-0.5520703],-3.1667867966020484,[ 0.00596327 -0.99998224  1.3933305 ]
2637,[ 0.00596327 -0.99998224  1.3933305 ],[-0.34805483],-2.6429604786816365,[ 0.03551261 -0.9993692   0.5911355 ]
2638,[ 0.03551261 -0.9993692   0.5911355 ],[-0.7214949],-2.392537813524333,[ 0.02218748 -0.99975383 -0.26661563]
2639,[ 0.02218748 -0.99975383 -0.26661563],[-0.18206856],-2.405325251816455,[-0.02999326 -0.9995501  -1.0437413 ]
2640,[-0.02999326 -0.9995501  -1.0437413 ],[1.6456814],-2.6741895674945595,[-0.10711942 -0.9942462  -1.5465517 ]
2641,[-0.10711942 -0.9942462  -1.5465517 ],[-1.7749534],-3.0584250053266193,[-0.23308544 -0.9724563  -2.5584793 ]
2642,[-0.23308544 -0.9724563  -2.5584793 ],[-0.8364369],-3.917082088274082,[-0.39485833 -0.918742   -3.413287  ]
2643,[-0.39485833 -0.918742   -3.413287  ],[0.70575655],-5.0729332899904795,[-0.56936866 -0.82208234 -3.99648   ]
2644,[-0.56936866 -0.82208234 -3.99648   ],[-1.398776],-6.336442056733872,[-0.749218  -0.6623235 -4.8228583]
2645,[-0.749218  -0.6623235 -4.8228583],[-1.2715286],-8.172774489847821,[-0.90114224 -0.4335236  -5.51033   ]
2646,[-0.90114224 -0.4335236  -5.51033   ],[-0.09811231],-10.289674129442378,[-0.9878738  -0.15525913 -5.8501897 ]
2647,[-0.9878738  -0.15525913 -5.8501897 ],[0.24306999],-12.336952697452302,[-0.9901295   0.14015594 -5.9301734 ]
2648,[-0.9901295   0.14015594 -5.9301734 ],[1.9140455],-12.526202768149027,[-0.91409886  0.40549144 -5.5379496 ]
2649,[-0.91409886  0.40549144 -5.5379496 ],[-1.8707212],-10.490979783798643,[-0.76918066  0.6390314  -5.514439  ]
2650,[-0.76918066  0.6390314  -5.514439  ],[-1.9622495],-9.039193277029746,[-0.57375467  0.81902725 -5.329503  ]
2651,[-0.57375467  0.81902725 -5.329503  ],[-0.72886235],-7.601488223565072,[-0.36147997  0.9323799  -4.824562  ]
2652,[-0.36147997  0.9323799  -4.824562  ],[0.08657686],-6.093773872227629,[-0.16350277  0.9865429  -4.112291  ]
2653,[-0.16350277  0.9865429  -4.112291  ],[0.6943838],-4.701927267898903,[-8.2886824e-04  9.9999964e-01 -3.2682259e+00]
2654,[-8.2886824e-04  9.9999964e-01 -3.2682259e+00],[1.1678576],-3.5394997364757312,[ 0.11606135  0.993242   -2.3430476 ]
2655,[ 0.11606135  0.993242   -2.3430476 ],[-1.6743485],-2.6672818080580147,[ 0.20727332  0.97828305 -1.8492683 ]
2656,[ 0.20727332  0.97828305 -1.8492683 ],[-1.520511],-2.1993608897877155,[ 0.27247897  0.9621617  -1.3436327 ]
2657,[ 0.27247897  0.9621617  -1.3436327 ],[0.01626481],-1.857114086322284,[ 0.3021499  0.9532604 -0.6195716]
2658,[ 0.3021499  0.9532604 -0.6195716],[-0.64633983],-1.636119423587242,[ 0.30222505  0.9532366  -0.00157728]
2659,[ 0.30222505  0.9532366  -0.00157728],[1.6138755],-1.5997202722523782,[0.25635996 0.9665814  0.9554315 ]
2660,[0.25635996 0.9665814  0.9554315 ],[-0.20224963],-1.81146798837977,[0.17583402 0.9844198  1.6500301 ]
2661,[0.17583402 0.9844198  1.6500301 ],[1.3236499],-2.2173689839267197,[0.04739055 0.99887645 2.5868924 ]
2662,[0.04739055 0.99887645 2.5868924 ],[-1.9597247],-2.993752841131241,[-0.10450508  0.99452436  3.0420911 ]
2663,[-0.10450508  0.99452436  3.0420911 ],[0.5469645],-3.7330063524073975,[-0.29379794  0.9558675   3.870029  ]
2664,[-0.29379794  0.9558675   3.870029  ],[-1.0244173],-4.9919005599645985,[-0.49675956  0.8678882   4.433267  ]
2665,[-0.49675956  0.8678882   4.433267  ],[-0.5229325],-6.336507448869136,[-0.6962416  0.7178075  5.0057435]
2666,[-0.6962416  0.7178075  5.0057435],[0.7895137],-7.986391376529703,[-0.8690479  0.494728   5.662526 ]
2667,[-0.8690479  0.494728   5.662526 ],[-0.9269877],-10.093027236769926,[-0.97528356  0.220957    5.894524  ]
2668,[-0.97528356  0.220957    5.894524  ],[-0.35393947],-11.994042610715958,[-0.9969936  -0.07748418  6.0071507 ]
2669,[-0.9969936  -0.07748418  6.0071507 ],[-0.84819156],-12.99758967092587,[-0.9328138  -0.36035866  5.821809  ]
2670,[-0.9328138  -0.36035866  5.821809  ],[1.5938585],-11.081084013773498,[-0.7911048 -0.6116807  5.7906184]
2671,[-0.7911048 -0.6116807  5.7906184],[-0.48734483],-9.520685909427165,[-0.60492784 -0.7962803   5.258756  ]
2672,[-0.60492784 -0.7962803   5.258756  ],[-0.25639224],-7.696011452523395,[-0.4064094 -0.9136911  4.6230874]
